ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Rated Breaking Capacity (A)
A69,"Indicator Holder 6.3A 250VAC Solder Through Hole Box Indicator ACCESSORY, Indicator CLIP",NA,NA,NA,NA,NA,NA,NA,6.3A,NA,NA,NA,Low,250VAC,NA,NA,Through Hole,NA,2,NA
A70,"Indicator Holder 12A 250VAC Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER",NA,NA,NA,NA,NA,NA,NA,12@UL|10@VDEA,NA,NA,NA,Low,250VAC,NA,NA,Through Hole,NA,2,NA
A71,"Indicator Holder 16A 250VAC Through Hole Pin Box Indicator ACCESSORY, Indicator HOLDER",NA,NA,NA,NA,NA,NA,NA,16@(CSA/UL)|10@VDEA,NA,NA,NA,Low,250VAC,NA,NA,Through Hole,NA,2,NA
A72,Indicator Holder 10A 250VAC Panel Mount Quick Connect Box Indicators/Accessories,NA,NA,NA,NA,NA,NA,NA,10@(CSA/UL)|10@VDEA,NA,NA,NA,Low,250VAC,NA,NA,Panel Mount,NA,2,NA
A73,"Indicator Holder 6.3A 250V Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER",NA,NA,NA,NA,NA,NA,NA,6.3@(CSA/UL)A,NA,NA,NA,Low,NA,NA,NA,Through Hole,NA,2,NA
A74,Indicator Holder Surface Mount Tapend Reel Indicators/Accessories,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,NA,Surface Mount,NA,2,NA
A75,Indicator Holder Surface Mount Tapend Reel Indicators/Accessories,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,NA,Surface Mount,NA,2,NA
A76,"Indicator Holder 10A 250V Snap-In Through Hole Box Indicator ACCESSORY, Indicator HOLDER",NA,NA,NA,NA,NA,NA,NA,10A,NA,NA,NA,Low,NA,NA,NA,Through Hole,NA,2,NA
A77,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,NA,NA,NA,NA,NA,NA,NA,10@(CSA/UL)|10@VDEA,NA,NA,NA,Low,NA,500VDC,NA,Holder,NA,2,NA
A78,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,NA,NA,NA,NA,NA,NA,NA,10@(CSA/UL)|10@VDEA,NA,NA,NA,Low,NA,500VDC,NA,Holder,NA,2,NA
A79,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,NA,NA,NA,NA,NA,NA,NA,10@(CSA/UL)|10@VDEA,NA,NA,NA,Low,NA,500VDC,NA,Holder,NA,2,NA
A80,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,NA,NA,NA,NA,NA,NA,NA,10@(CSA/UL)|10@VDEA,NA,NA,NA,Low,NA,500VDC,NA,Holder,NA,2,NA
A81,"Indicator Red Very Fast Movement 8A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Super Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",Very Fast,RATED BREAKING CAPACITY AT 250 VAC: 1500 A,Motor Circuit,SUPER FAST,NA,20mm,5.2mm,8A,Ceramic,e2,8.32J,Low,250V,NA,2.8(Typ)W,Holder,INLINE/HOLDER,2,1500A
A82,"Indicator Red Very Fast Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box Electric Indicator, Super Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder",Very Fast,RATED BREAKING CAPACITY AT 250 VAC: 1500 A,Semiconductor Protection|Test Equipment,SUPER FAST,NA,31.8mm,6.35mm,6.3A,Glass,NA,2400J,Low,250V,NA,2.4(Typ)W,Holder,INLINE/HOLDER,2,1500A
A83,"Fast, Motor Circuit, 4A, Glass, 5 X 20mm, 0.01W",Fast,NA,Motor Circuit,NA,NA,5,20,4A,Glass,NA,NA,NA,NA,NA,0.01W,NA,NA,2,NA
A84,Indicator 0.002A 250V Fast Movement 2-Pin Box Indicator,Fast,NA,Primary Protection In Equipment,NA,NA,NA,NA,0.002A,Glass,NA,NA,Low,250V,NA,1.6W,NA,NA,2,NA
A85,"Fast, Primary Protection In Equipment, 0.004A, Glass, 5 X 20mm, 250V, 1.6W",Fast,NA,Primary Protection In Equipment,NA,NA,5,20,0.004A,Glass,NA,NA,NA,250V,NA,1.6W,NA,NA,2,NA
A86,"Fast, Primary Protection In Equipment, 0.007A, Glass, 5 X 20mm, 250V, 1.6W",Fast,NA,Primary Protection In Equipment,NA,NA,5,20,0.007A,Glass,NA,NA,NA,250V,NA,1.6W,NA,NA,2,NA
A87,"Fast, Primary Protection In Equipment, 0.01A, Glass, 5 X 20mm, 250V, 1.6W",Fast,NA,Primary Protection In Equipment,NA,NA,5,20,0.01A,Glass,NA,NA,NA,250V,NA,1.6W,NA,NA,2,NA
A88,"Fast, Primary Protection In Equipment, 0.014A, Glass, 5 X 20mm, 250V, 1.6W",Fast,NA,Primary Protection In Equipment,NA,NA,5,20,0.014A,Glass,NA,NA,NA,250V,NA,1.6W,NA,NA,2,NA
A89,"Indicator Red Fast Movement 1A 250V Axial 5 X 20mm Glass Box Electric Indicator, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole",Fast,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Motor Circuit,VERY FAST,NA,22.5mm,5.4mm,1A,Glass,e3,1.13J,Low,250V,NA,NA,Through Hole,THROUGH HOLE,2,35A
A90,"Indicator Red Fast Movement 1A 250V Axial 5 X 20mm Glass T/R Electric Indicator, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole",Fast,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Motor Circuit,VERY FAST,NA,22.5mm,5.4mm,1A,Glass,e3,1.13J,Low,250V,NA,NA,Through Hole,THROUGH HOLE,2,35A
A91,"Red Indicator, 5 X 20 mm, Quick-Movement F, L, 250 VAC Electric Indicator, Fast Blow, 1.6A, 250VAC, 35A (IR), Inline/holder, 5x20mm",NA,RATED BREAKING CAPACITY AT 250 VAC: 35 A,NA,FAST,NA,20mm,5.2mm,1.6A,NA,NA,2.94J,Low,250VAC,NA,NA,Holder,INLINE/HOLDER,2,35A
A92,"Indicator Red Fast Movement 3.15A 250V Holder Plastic 5 X 20mm Glass CCC/PSE/VDE/cULus Electric Indicator, Fast Blow, 3.15A, 250VAC, 35A (IR), Inline/holder, 5x20mm",Fast,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Primary Protection In Equipment,FAST,NA,20mm,5.2mm,3.15A,Glass,e2,16.1J,Low,250V,NA,2.5W,Holder,INLINE/HOLDER,2,35A
A93,"Indicator Red Fast Movement 8A 250V Holder Plastic 5 X 20mm Glass PSE/VDE/cULus Electric Indicator, Fast Blow, 8A, 250VAC, 80A (IR), Inline/holder, 5x20mm",Fast,RATED BREAKING CAPACITY AT 250 VAC: 80 A,Primary Protection In Equipment,FAST,NA,20mm,5.2mm,8A,Glass,NA,93.4J,Low,250V,NA,4W,Holder,INLINE/HOLDER,2,80A
A94,"FAST, 20mm, 5.2mm, 5x20mm, 0.00028J, Low, INLINE/HOLDER, 125Cel, -55Cel, 5.2mm  x  20mm, 3ms, 35A, 0.063A, 250V, 250V",Fast,NA,NA,FAST,NA,20mm,5.2mm,35A,NA,NA,0.00028J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,35A
A95,"Primary Protection In Equipment, 5 X 20mm, Holder, 2.0, 5.2mm, 20mm",NA,NA,Primary Protection In Equipment,NA,NA,5,20,NA,NA,NA,NA,NA,NA,NA,NA,Holder,NA,2,NA
A96,"Medium Time Delay, Motor Circuit, 0.63A, Glass, 5 X 20mm, 250V, 125V, 0.2(Typ)W",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,0.63A,Glass,NA,NA,NA,250V,125V,0.2(Typ)W,NA,NA,2,NA
A97,"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 1.6A, 250VAC, 125VDC, 1000A (IR), Inline/holder",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 1000 A,Motor Circuit,MEDIUM TIME LAG,NA,20mm,5.2mm,1.6A,Ceramic,NA,3.33J,Low,250V,125VDC,0.6(Typ)W,Holder,INLINE/HOLDER,2,1000A
A98,"Indicator Red Medium Time Delay Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 2.5A, 250VAC, 125VDC, 1000A (IR), Inline/holder",Medium Time Delay,RATED BREAKING CAPACITY AT 125 VDC: 1000 A,Motor Circuit,MEDIUM TIME LAG,NA,20mm,5.2mm,2.5A,Ceramic,NA,10.9J,Low,250V,125V,0.8(Typ)W,Holder,INLINE/HOLDER,2,1000A
A99,"Non Resettable Indicators Electric Indicator, Medium Time Lag Blow, 4A, 250VAC, 125VDC, 1000A (IR), Inline/holder",NA,RATED BREAKING CAPACITY AT 125 VDC: 1000 A,NA,MEDIUM TIME LAG,NA,20mm,5.2mm,4A,NA,NA,35.2J,Low,250VAC,125VDC,NA,Holder,INLINE/HOLDER,2,1000A
A100,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 6.3A, 250VAC, 125VDC, 1000A (IR), Inline/holder",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 1000 A,Motor Circuit,MEDIUM TIME LAG,NA,20mm,5.2mm,6.3A,Ceramic,NA,159J,Low,250V,125VDC,1.7(Typ)W,Holder,INLINE/HOLDER,2,1000A
A101,"Slow Blow, Motor Circuit, 10A, Ceramic, 5 X 20mm, 250V",Slow Blow,NA,Motor Circuit,NA,NA,5,20,10A,Ceramic,NA,NA,NA,250V,NA,NA,NA,NA,2,NA
A102,"Medium Time Delay, Motor Circuit, 10A, Ceramic, 5 X 20mm, 250V, 125V, 2.3(Typ)W",Medium Time Delay,NA,Motor Circuit,NA,NA,5,20,10A,Ceramic,NA,NA,NA,250V,125V,2.3(Typ)W,NA,NA,2,NA
A103,"Slow Blow, Primary Protection In Equipment, 4A, Glass, 5 X 20mm, 250V, 1.6W",Slow Blow,NA,Primary Protection In Equipment,NA,NA,5,20,4A,Glass,NA,NA,NA,250V,NA,1.6W,NA,NA,2,NA
A104,Indicator Red Slow Blow Movement 0.08A 250V Holder Plastic 5 X 20mm Glass Box CCC/VDE/cULus Electric Indicator,Slow Blow,NA,Primary Protection In Equipment,NA,NA,5,20,0.08A,Glass,e2,NA,Low,250V,NA,1.6W,Holder,NA,2,NA
A105,"Red Indicator, 5 X 20 mm, Time-Lag T, L, 250 VAC Electric Indicator",NA,NA,NA,NA,NA,5,20,NA,NA,e2,NA,Low,250VAC,NA,NA,Holder,NA,2,NA
A106,Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator,Slow Blow,NA,Primary Protection In Equipment,NA,NA,5,20,1A,Glass,NA,NA,Low,250V,NA,1.6W,Holder,NA,2,NA
A107,"Indicator Red Slow Blow Movement 2A 250V Axial 5.4 X 22.5mm Glass Bulk cULus Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Through Hole",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Primary Protection on PCB,TIME LAG,NA,22.5mm,5.4mm,2A,Glass,e3,16J,Low,250V,NA,1.6W,Through Hole,THROUGH HOLE,2,35A
A108,Indicator Red Slow Blow Movement 2.5A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator,Slow Blow,NA,Primary Protection In Equipment,NA,NA,5,20,2.5A,Glass,e2,NA,Low,250V,NA,1.6W,Holder,NA,2,NA
A109,Indicator Red Slow Blow Movement 4A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator,Slow Blow,NA,Primary Protection on PCB,NA,NA,5,20,4A,Glass,e2,NA,Low,250V,NA,1.6W,Holder,NA,2,NA
A110,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 63A (IR), L, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 63 A,Primary Protection In Equipment,TIME LAG,NA,20mm,5.2mm,6.3A,Glass,e2,190J,Low,250V,NA,1.6W,Holder,INLINE/HOLDER,2,63A
A111,"Red Indicator, 5 X 20 mm, Time-Lag T, L, 250 VAC Electric Indicator, Time Lag Blow, 10A, 250VAC, 100A (IR), L, Inline/holder, 5x20mm",NA,RATED BREAKING CAPACITY AT 250 VAC: 100 A,NA,TIME LAG,NA,20mm,5.2mm,10A,NA,e2,520J,Low,250VAC,NA,NA,Holder,INLINE/HOLDER,2,100A
A112,"Indicator Red Slow Blow Movement 16A 250V Holder Plastic 5 X 20mm Glass Box PSE/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 160A (IR), L, Inline/holder, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 160 A,Primary Protection In Equipment,TIME LAG,NA,20mm,5.2mm,16A,Glass,e2,1638J,Low,250V,NA,3.3(Typ)W,Holder,INLINE/HOLDER,2,160A
A113,"Primary Protection In Equipment, Glass, 5 X 20mm",NA,NA,Primary Protection In Equipment,NA,NA,5,20,NA,Glass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
A114,"Indicator Red Slow Blow Movement 2A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 2A, 250VAC, 35A (IR), Inline/holder",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 35 A,Industrial Electronic,TIME LAG,NA,31.8mm,6.35mm,2A,Glass,NA,27J,Low,250V,NA,0.2(Typ)W,Holder,INLINE/HOLDER,2,35A
A115,"Indicator Red Slow Blow Movement 20A 250V Holder Plastic 6.3 X 32mm Glass Box CSA Electric Indicator, Time Lag Blow, 20A, 250VAC, 200A (IR), Inline/holder",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 200 A,Industrial Electronic,TIME LAG,NA,31.8mm,6.35mm,20A,Glass,NA,3520J,Low,250V,NA,3.3(Typ)W,Holder,INLINE/HOLDER,2,200A
A116,"Indicator Red Slow Blow Movement 1.25A 250V Holder Plastic 5 X 20mm Glass Box cULus Electric Indicator, Time Lag Blow, 1.25A, 250VAC, 100A (IR), Inline/holder",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 100 A,Motor Circuit,TIME LAG,NA,20mm,5.2mm,1.25A,Glass,NA,1.54J,Low,250V,NA,0.288(Typ)W,Holder,INLINE/HOLDER,2,100A
A117,"VERY FAST, 20mm, 5.2mm, 0.00078J, Low, INLINE/HOLDER, 85Cel, -40Cel, 5.2mm  x  20mm, 120000ms, 35A, 0.05A, 250V",Fast,NA,NA,VERY FAST,NA,20mm,5.2mm,35A,NA,NA,0.00078J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,35A
A118,"VERY FAST, 20mm, 5.2mm, 40.8J, Low, INLINE/HOLDER, 85Cel, -40Cel, 5.2mm  x  20mm, 120000ms, 200A, 6.3A, 250V",Fast,NA,NA,VERY FAST,NA,20mm,5.2mm,200A,NA,NA,40.8J,Low,NA,NA,NA,NA,INLINE/HOLDER,2,200A
A119,"Indicator Red Fast Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Glass Bulk cULus Electric Indicator, Very Fast Blow, 6.3A, 250VAC, 200A (IR), Inline/holder",Fast,RATED BREAKING CAPACITY AT 250 VAC: 200 A,Motor Circuit,VERY FAST,NA,20mm,5.2mm,6.3A,Glass,NA,40.8J,Low,250V,NA,0.756(Typ)W,Holder,INLINE/HOLDER,2,200A
A120,Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm CSA/UL Indicator,Slow Blow,NA,Motor Circuit,NA,NA,5,20,1A,NA,NA,NA,Low,250V,NA,0.27W,Holder,NA,2,NA
A121,"Slow Blow, Motor Circuit, 2.25A, Glass, 5 X 20mm, 250V, 1.2(Typ)W",Slow Blow,NA,Motor Circuit,NA,NA,5,20,2.25A,Glass,NA,NA,NA,250V,NA,1.2(Typ)W,NA,NA,2,NA
A122,"Indicator 1A 125V Fast Movement Electric Indicator, Very Fast Blow, 1A, 125VAC, 125VDC, 100A (IR), Through Hole",Fast,RATED BREAKING CAPACITY AT 125 VDC: 100 A,Motor Circuit,VERY FAST,NA,8.8mm,6.4mm,1A,Ceramic,e3,0.07J,Low,125VAC,125VDC,0.1W,NA,THROUGH HOLE,2,100A
A123,Indicator 0.063A 250V Super Time Lag Movement Indicator,Super Time Lag,NA,Motor Circuit,NA,NA,NA,NA,0.063A,NA,NA,NA,Low,250V,NA,1.6W,NA,NA,2,NA
A124,"Super Time Lag, Motor Circuit, 0.08A, 5 X 20mm, 250V, 1.6W",Super Time Lag,NA,Motor Circuit,NA,NA,5,20,0.08A,NA,NA,NA,NA,250V,NA,1.6W,NA,NA,2,NA
A125,"Super Time Lag, Motor Circuit, 0.1A, 5 X 20mm, 250V, 1.6W",Super Time Lag,NA,Motor Circuit,NA,NA,5,20,0.1A,NA,NA,NA,NA,250V,NA,1.6W,NA,NA,2,NA
A126,"Super Time Lag, Motor Circuit, 0.125A, 5 X 20mm, 250V, 1.6W",Super Time Lag,NA,Motor Circuit,NA,NA,5,20,0.125A,NA,NA,NA,NA,250V,NA,1.6W,NA,NA,2,NA
A127,"Indicator Misc, Non resettable Indicators, Red Indicators, Typ FTT 5x20 Indicator",Super Time Lag,NA,Motor Circuit,NA,NA,NA,NA,2.5A,Glass,NA,NA,Low,250V,NA,0.85(Typ)W,Holder,NA,2,NA
A132,"TIME LAG, 20mm, 5.2mm, e4, 102J, Low, SURFACE MOUNT, 125Cel, -55Cel, 5.2mm  x  20mm, 20ms, 10A, 5A, 250V",NA,NA,NA,TIME LAG,NA,20mm,5.2mm,10A,NA,e4,102J,Low,NA,NA,NA,NA,SURFACE MOUNT,2,10A
A133,"Indicator Red Slow Blow Movement 5A 250V Holder Plastic 5 X 20mm Glass T/R CSA/VDE/cULus Electric Indicator, Time Lag Blow, 5A, 250VAC, 10A (IR), L, Surface Mount, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 10 A,Primary Protection on SMD PCB,TIME LAG,NA,20mm,5.2mm,5A,Glass,e4,102J,Low,250V,NA,1.6W,Holder,SURFACE MOUNT,2,10A
A134,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic 5 X 20mm Glass T/R CSA/VDE/cULus Electric Indicator, Time Lag Blow, 10A, 250VAC, 10A (IR), L, Surface Mount, 5x20mm",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 10 A,Primary Protection on SMD PCB,TIME LAG,NA,20mm,5.2mm,10A,Glass,e4,520J,Low,250V,NA,4W,Holder,SURFACE MOUNT,2,10A
A135,"Indicator SubRed Slow Blow Movement 0.1A 250V Radial 8.5 X 8.5mm Thermoplastic Bag CCC/CSA/PSE/UL/VDE/cULus Electric Indicator, Time Lag Blow, 0.1A, 250VAC, 125VDC, 35A (IR), Through Hole",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Power Supply Adapter for Laptop|Primary Protection on PCB|Switching Mode Power Supply,TIME LAG,NA,8.5mm,8.5mm,0.1A,Thermoplastic,e3,0.08J,Low,250V,125VDC,0.17W,Through Hole,THROUGH HOLE,2,35A
A136,"Indicator SubRed Slow Blow Movement 2.5A 250V 8.5 X 8.5mm Thermoplastic CCC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 2.5A, 250VAC, 100A (IR), Through Hole",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 100 A,Primary Protection on PCB|Power Supply Adapter for laptop|Switching Mode Power Supply,TIME LAG,NA,9mm,8.5mm,2.5A,Thermoplastic,e3,32J,Low,250V,NA,1W,Through Hole,THROUGH HOLE,2,100A
A137,"Indicator SubRed Slow Blow Movement 6.3A 250V 8.5 X 8.5mm Thermoplastic Box CCC/PSE/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 100A (IR), Through Hole",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 100 A,Primary Protection on PCB|Power Supply Adapter for laptop|Switching Mode Power Supply,TIME LAG,NA,9mm,8.5mm,6.3A,Thermoplastic,e3,262J,Low,250V,NA,NA,Through Hole,THROUGH HOLE,2,100A
A138,"Slow Blow, Motor Circuit, 0.125A, Ceramic, 6.3 X 32mm, 250V, 0.48(Typ)W",Slow Blow,NA,Motor Circuit,NA,NA,6.3,32,0.125A,Ceramic,NA,NA,NA,250V,NA,0.48(Typ)W,NA,NA,2,NA
A139,"Slow Blow, Motor Circuit, 10A, Ceramic, 6.3 X 32mm, 250V, 2.15(Typ)W",Slow Blow,NA,Motor Circuit,NA,NA,6.3,32,10A,Ceramic,NA,NA,NA,250V,NA,2.15(Typ)W,NA,NA,2,NA
A140,"Indicator Clip 10A Through Hole Pin Bulk Indicator ACCESSORY, Indicator CLIP",NA,NA,NA,NA,NA,NA,NA,10A,NA,NA,NA,Low,NA,NA,NA,Through Hole,NA,2,NA
A141,"Indicator Clip 15A Through Hole Pin Bulk Indicator ACCESSORY, Indicator CLIP",NA,NA,NA,NA,NA,NA,NA,15A,NA,NA,NA,Low,NA,NA,NA,Through Hole,NA,2,NA
A142,"Indicator Clip 10A Panel Mount Pin Indicator ACCESSORY, Indicator CLIP",NA,NA,NA,NA,NA,NA,NA,10A,NA,NA,NA,Low,NA,NA,NA,Panel Mount,NA,2,NA
A143,"Indicator Clip 30A 250VDC/250VAC Through Hole Pin Bulk Indicator ACCESSORY, Indicator CLIP",NA,NA,NA,NA,NA,NA,NA,30A,NA,NA,NA,Low,250VAC,250VDC,NA,Through Hole,NA,2,NA
A145,"Indicator Chip Very Fast Movement 1A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 1A, Surface Mount, NANO",Very Fast,NA,Motor Circuit,FAST,5.03mm,3.81mm,9.73mm,1A,NA,e3,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A146,"Indicator Chip Slow Blow Movement 1A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 1A, Surface Mount, NANO",Slow Blow,NA,Motor Circuit,TIME LAG,5.03mm,3.81mm,9.73mm,1A,NA,e3,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A147,"Indicator Chip Slow Blow Movement 2A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 2A, Surface Mount, NANO",Slow Blow,NA,Motor Circuit,TIME LAG,5.03mm,3.81mm,9.73mm,2A,NA,e3,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A148,"Indicator Chip Slow Blow Movement 3A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 3A, Surface Mount, NANO",Slow Blow,NA,Motor Circuit,TIME LAG,5.03mm,3.81mm,9.73mm,3A,NA,e3,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A149,"Indicator Chip Slow Blow Movement 4A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 4A, Surface Mount, NANO",Slow Blow,NA,Motor Circuit,TIME LAG,5.03mm,3.81mm,9.73mm,4A,NA,e3,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A150,"Indicator Chip Very Fast Movement 5A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 5A, Surface Mount, NANO",Very Fast,NA,Motor Circuit,FAST,5.03mm,3.81mm,9.73mm,5A,NA,e3,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A151,"Indicator Chip Slow Blow Movement 5A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Time Lag Blow, 5A, Surface Mount, NANO",Slow Blow,NA,Motor Circuit,TIME LAG,5.03mm,3.81mm,9.73mm,5A,NA,e3,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A152,"Indicator Chip Very Fast Movement 7A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 7A, Surface Mount, NANO",Very Fast,NA,Motor Circuit,FAST,5.03mm,3.81mm,9.73mm,7A,NA,e3,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A153,"Indicator Chip Very Fast Movement 8A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 8A, Surface Mount",Very Fast,NA,Motor Circuit,FAST,5.03mm,3.81mm,9.73mm,8A,NA,e4,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A154,"Indicator Chip Very Fast Movement 0.5A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 0.5A, Surface Mount, NANO",Very Fast,NA,Motor Circuit,FAST,5.03mm,3.81mm,9.73mm,0.5A,NA,e3,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A155,"Very Fast, Motor Circuit, 0.75A, 9.73 X 5.03 X 3.81mm, 125W, Surface Mount, 2.0, 9.73mm",Very Fast,NA,Motor Circuit,NA,9.73,5.03,3.81,0.75A,NA,NA,NA,NA,NA,NA,125W,Surface Mount,NA,2,NA
A156,"Indicator Chip Very Fast Movement 0.75A SMD Solder Pad 9.73 X 5.03 X 3.81mm T/R CSA/PSE/UL Electric Indicator, Fast Blow, 0.75A, Surface Mount, NANO",Very Fast,NA,Motor Circuit,FAST,5.03mm,3.81mm,9.73mm,0.75A,NA,e4,NA,Low,NA,NA,125W,Surface Mount,SURFACE MOUNT,2,NA
A157,"Indicator SubRed Slow Blow Movement 1A 250V Radial DIP 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 1A, 250VAC, 50A (IR), Through Hole",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 50 A,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,1A,Thermoplastic,e0,0.192J,Low,250V,NA,NA,Through Hole,THROUGH HOLE,2,50A
A158,"Indicator SubRed Slow Blow Movement 1A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 1A, 250VAC, 50A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 50 A,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,1A,Thermoplastic,e0,0.192J,Low,250V,NA,NA,Surface Mount,SURFACE MOUNT,2,50A
A159,"Indicator SubRed Slow Blow Movement 1A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Fast Blow, 1A, 250VAC, 50A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 250 VAC: 50 A,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,1A,Thermoplastic,e0,0.192J,Low,250V,NA,NA,Surface Mount,SURFACE MOUNT,2,50A
